,Fecha / Hora,ID,Comentario
1359,2022-06-07 18:36:29+00:00,7763,Liberty PBI Historico Indicadores
1360,2022-06-07 18:39:30+00:00,2307,Informe Proyectos Comerciales de Junio 2022
1361,2022-06-07 18:54:44+00:00,6778,Sena - Factura
1362,2022-06-07 19:00:38+00:00,7815,ETB CD Reporte de Tiempos
1363,2022-06-07 19:07:12+00:00,7407,BBVA - Reporte Soporte Otras Oficinas
1364,2022-06-07 19:12:41+00:00,8028,Banmedica - Tablero de Control Banmédica Junio
1365,2022-06-07 19:16:53+00:00,6906,Ach Preliquidación Mayo 20220531
1366,2022-06-07 19:24:47+00:00,7408,BBVA - Reporte Tipificación Outbound
1367,2022-06-07 19:29:58+00:00,6594,Bbva Seguros Rellamados
1368,2022-06-07 19:30:01+00:00,7562,Ceet - Ausentismos Suscripciones
1369,2022-06-07 19:30:46+00:00,7560,RE:  Ceet - Resumen Retenciones Digital
1370,2022-06-07 19:31:32+00:00,7161,Bbva Seguros Cdm Productividad_Analista_Indemnizaciones
1371,2022-06-07 19:35:11+00:00,6532,Informe Bo
1372,2022-06-07 19:35:31+00:00,7571,Shein - Tablero De Control
1373,2022-06-07 19:37:47+00:00,7604,Sodimac Cargue Sik
1374,2022-06-07 19:39:55+00:00,6743,BBVA - Bbva Seguimiento Ausentismo Y Adherencia- Empresas
1375,2022-06-07 19:42:49+00:00,7560,Re:  Ceet - Resumen Retenciones Digital
1376,2022-06-07 19:43:33+00:00,5408,BBVA - Bbva Empresas Tablero De Control Empresas
1377,2022-06-07 19:43:57+00:00,7803,7803| 07062022>BBVA SEGUROS CDM Indemnizaciones POWER BI
1378,2022-06-07 19:44:40+00:00,7161,RE:  Bbva Seguros Cdm Productividad_Analista_Indemnizaciones
1379,2022-06-07 19:47:17+00:00,7173,Informe Satisfacción
1380,2022-06-07 19:50:25+00:00,7940,Ceet Informe Ventas caídas - recuperadas
1381,2022-06-07 19:53:31+00:00,7109,Informe Tipificación Chat
1382,2022-06-07 19:57:36+00:00,7779,BBVA - BBVA EMPRESAS Reporte Llamadas vs Tipificaciones
1383,2022-06-07 20:01:10+00:00,7823,Tablero de Control ETB Digital
1384,2022-06-07 20:01:16+00:00,8061,Cruz Verde Tablero De Control Unificado Junio 20220606
1385,2022-06-07 20:01:39+00:00,7689,Medicarte Tablero De Control Junio 20220606
1386,2022-06-07 20:03:37+00:00,6773,Sena - Reporte Tipificación Inbound
1387,2022-06-07 20:06:07+00:00,7459,RE:  BBVA - Reporte Irene Seguros
1388,2022-06-07 20:16:14+00:00,8012,Etb Cd Ausentismo
1389,2022-06-07 20:23:47+00:00,7852,Sodimac Ivr SAC
1390,2022-06-07 20:26:01+00:00,7837,Sena - Reporte De Satisfacción Inbound
1391,2022-06-07 20:26:45+00:00,7835,Sena - Redes Sociales
1393,2022-06-07 20:32:09+00:00,7105,REPORTE KPI´s TIEMPO DIGITALES - Junio (Gestión de bases Digital)
1394,2022-06-07 20:32:19+00:00,7574,Shein - Informe Diario
1395,2022-06-07 20:47:22+00:00,7849,SODIMAC Alto valor
1396,2022-06-07 20:51:54+00:00,7701,Ceet Informe de Tráfico Clasificados
1397,2022-06-07 20:52:40+00:00,6265,Flujo Venta Opcional
1398,2022-06-07 20:53:37+00:00,7780,BBVA - Bbva Chat Bot - Corte 4 Pm
1399,2022-06-07 20:53:37+00:00,7780,BBVA - Bbva Chat Bot - Corte 4 Pm
1400,2022-06-07 20:55:12+00:00,7073,Re:  Liberty Tableros De Control
1401,2022-06-07 21:01:56+00:00,6909,Ach Informe Ausentismo Y Adherencia Junio 20220606
1402,2022-06-07 21:10:36+00:00,7695,Ceet - CEET Informe Llamadas No Efectivas Venta Opcional
1403,2022-06-07 21:31:29+00:00,8078,Ach Informe Calidad Percibida Junio 20220606
1404,2022-06-07 21:59:10+00:00,6245,Sodimac Reporte Chile Qyr Acumulado
1405,2022-06-07 22:02:45+00:00,6246,"Sodimac Productividad, Reincidencia Y Escalados"
1406,2022-06-07 22:04:45+00:00,6266,Ceet - Seguimiento _ Satu Etce Sac
1407,2022-06-07 22:04:36+00:00,7839,Sena - Reporte Outbound SMS interactivo -AGV
1408,2022-06-07 22:08:08+00:00,5463,Bbva Seguros Tablero De Control Seguros Back
1409,2022-06-07 22:09:01+00:00,5462,Bbva Seguros Tablero De Control Seguros Front
1410,2022-06-07 22:13:34+00:00,8025,Publicacion Enel Codensa Dash Board Xcustomer
1411,2022-06-07 22:13:57+00:00,7712,Publicacion Enel Codensa Dash Board Salesforce
1412,2022-06-07 22:17:37+00:00,7107,Acciona Movilidad - Tablero De Control Acciona Movilidad
1413,2022-06-07 22:33:25+00:00,7749,RE:  Liberty Informe GNB - Bogota - Compensar - Pichincha - Occidente Externo Recibidos
1414,2022-06-07 22:51:59+00:00,8067,Sena - Reporte Outbound Voz
1415,2022-06-07 22:52:23+00:00,6776,Sena - Reporte Outbound Email
1416,2022-06-07 22:52:45+00:00,6775,Sena - Reporte Outbound Sms
1417,2022-06-07 22:51:57+00:00,7749,Re:  Liberty Informe GNB - Bogota - Compensar - Pichincha - Occidente Externo Recibidos
1418,2022-06-07 22:59:53+00:00,7101,Flujos Campaña CEET Nuevas – Junio
1419,2022-06-07 23:00:48+00:00,7851,Iberdrola Tablero de Control
1420,2022-06-07 23:00:29+00:00,8056,Tablero de Control Iberia - Junio
1421,2022-06-07 23:00:41+00:00,8057,Iberia Reporte Ausentismo
1422,2022-06-07 23:02:15+00:00,8072,Ach Informe Mc Mayo 20220531
1423,2022-06-07 23:04:04+00:00,7073,Re:  Liberty Tableros De Control
1424,2022-06-07 23:05:04+00:00,7073,Re:  Liberty Tableros De Control
1425,2022-06-07 23:12:56+00:00,6276,Corte - Proyectos Comerciales - 18:00
1426,2022-06-07 23:21:56+00:00,8072,Ach Informe Mc Junio 20220606
1427,2022-06-08 00:09:49+00:00,6779,Sena - Reporte Ausentismo
1428,2022-06-08 00:10:52+00:00,6781,Sena - Tablero De Control
1429,2022-06-08 00:11:30+00:00,7842,Sena - Informe Financiero
1430,2022-06-08 01:29:53+00:00,7749,RE: Re:  Liberty Informe GNB - Bogota - Compensar - Pichincha - Occidente Externo Recibidos
1431,2022-06-08 10:51:10+00:00,7865,Messer Consolidado Correos
1432,2022-06-08 10:59:26+00:00,6887,Messer Niveles De Servicio
1433,2022-06-08 11:01:09+00:00,6887,Messer Niveles De Servicio Chile
1434,2022-06-08 11:35:14+00:00,8070,Wom Migracion Logueos
1435,2022-06-08 11:35:25+00:00,6886,Messer Ocupación Agente
1436,2022-06-08 11:35:52+00:00,6885,Messer 5/15
1437,2022-06-08 11:39:56+00:00,7623,Messer Pbi Seguimiento Diario
1438,2022-06-08 11:46:42+00:00,7776,BBVA - BBVA EMPRESAS Recuperacion de la experiencia - Empresas
1439,2022-06-08 11:47:45+00:00,7777,BBVA - BBVA EMPRESAS Recuperacion de la experiencia - Seguros
1440,2022-06-08 11:48:20+00:00,7459,RE:  BBVA - Reporte Irene Seguros
1441,2022-06-08 11:48:31+00:00,7459,BBVA - Reporte Irene Seguros
1442,2022-06-08 11:48:38+00:00,7459,Recuperar:  BBVA - Reporte Irene Seguros
1443,2022-06-08 11:48:20+00:00,7459,RE:  BBVA - Reporte Irene Seguros
1444,2022-06-08 11:48:31+00:00,7459,BBVA - Reporte Irene Seguros
1445,2022-06-08 11:48:38+00:00,7459,Recuperar:  BBVA - Reporte Irene Seguros
1446,2022-06-08 12:01:09+00:00,6867,Cruz Verde Informe Diario Junio 20220607
1447,2022-06-08 12:17:01+00:00,6238,Seguimiento Tiendas
1448,2022-06-08 12:27:36+00:00,7492,Cruz Verde Informe Anis Junio 20220607
1449,2022-06-08 12:29:57+00:00,7589,Base Seguimiento Servicio Técnico
1450,2022-06-08 12:32:55+00:00,7981,Informe Seguimiento Central Auto Servicio- Instalaciones
1451,2022-06-08 12:33:46+00:00,7982,Informe Seguimiento Central
1452,2022-06-08 12:38:02+00:00,7931,BBVA - SPC / Banco
1453,2022-06-08 12:42:01+00:00,7110,Ceet Informe Seguimiento Sugar Kcrm
1454,2022-06-08 12:41:29+00:00,7591,Reporte de Integración
1455,2022-06-08 12:42:25+00:00,8057,Re:  Iberia Reporte Ausentismo
1456,2022-06-08 12:50:26+00:00,6577,Direc Tv Colombia K - Directv K Informe Gestion Diaria Cobranzas (novedades Cargue Base Gestión_cobranzas - Konecta
1457,2022-06-08 12:50:56+00:00,7111,Ceet Tipificaciones Clasificados
1458,2022-06-08 12:51:39+00:00,7799,BBVA Seguros CDM Retenciones
1459,2022-06-08 13:00:22+00:00,7860,Cruz Verde Pbi Oms Junio 20220607
1460,2022-06-08 13:02:24+00:00,7458,BBVA - Reporte Irene Empresas
1461,2022-06-08 13:10:12+00:00,5128,Ceet Informe Cubo
1462,2022-06-08 13:11:25+00:00,6591,Bbva Seguros Cdm Front (Endosos -Inde -General)
1463,2022-06-08 13:16:50+00:00,7749,Liberty Informe GNB - Bogota - Compensar - Pichincha - Occidente Externo Recibidos
1464,2022-06-08 13:17:48+00:00,7810,ETB CD Detalle SMS Etb Canales Digitales Junio_v2
1465,2022-06-08 13:19:29+00:00,5115,Direc Tv Colombia K - Directv K Informe De Tiempos Directv - Junio
1466,2022-06-08 13:22:30+00:00,7800,BBVA SEGUROS CDM Service Sale
1467,2022-06-08 13:31:23+00:00,8089,Base Lime Encuestas RRSS
1468,2022-06-08 13:30:15+00:00,7933,Medicarte Informe Diario Pbi Junio 20220607
1469,2022-06-08 13:31:48+00:00,7795,Cruz Verde Bonificación Oai Junio 20220607
1470,2022-06-08 13:32:25+00:00,7812,ETB CD Reporte de Servicio Canales Digitales
1471,2022-06-08 13:31:56+00:00,5126,Ceet Asi Terminamos Ayer 07 Junio 2022
1472,2022-06-08 13:32:49+00:00,7569,Shein - Control Horas
1473,2022-06-08 13:40:05+00:00,5665,Ceet Fuera De Horario
1474,2022-06-08 13:43:52+00:00,7747,BANCO PICHINCHA Rellamados / Short Calls
1475,2022-06-08 13:46:08+00:00,5126,Ceet Asi Terminamos Ayer 07 Junio 2022
1476,2022-06-08 13:48:16+00:00,7576,Informe Novedades
1477,2022-06-08 13:50:15+00:00,5131,Ceet Informe Conversion Diario Junio 2022
1478,2022-06-08 13:58:45+00:00,5459,Bbva Seguros Cdm Buzones
1479,2022-06-08 14:00:58+00:00,7817,ETB CD Redes Sociales
1480,2022-06-08 14:01:59+00:00,5598,Direc Tv Colombia K - Directv K Informe Cartera Inputs Mes Siguiente Junio
1481,2022-06-08 14:01:56+00:00,7811,ETB CD Informe de Recontacto
1482,2022-06-08 14:03:02+00:00,5594,Direc Tv Colombia K - Directv K Informe Cartera Inputs Mes Actual Junio
1483,2022-06-08 13:59:17+00:00,6095,BBVA SAC - Bbva Empresas Seguimiento Diario Buzones
1484,2022-06-08 13:57:18+00:00,7019,Messer Respuesta De Correos Pacientes
1485,2022-06-08 14:11:52+00:00,5132,Informe Ventas Caidas Junio 2022
1486,2022-06-08 14:07:53+00:00,6165,Direct Tv Colombia - Directv K Compromisos Vigentes
1487,2022-06-08 14:15:57+00:00,7827,Sena - Verbathing
1488,2022-06-08 14:16:42+00:00,7826,Sena - Informe IVR
1489,2022-06-08 14:16:58+00:00,7045,Sena - dobot - power bi
1490,2022-06-08 14:20:16+00:00,5130,Ceet Informe Penetracion
1491,2022-06-08 14:23:22+00:00,7833,Sena - Chat bot
1492,2022-06-08 14:25:42+00:00,7703,Publicacion Simple Reporte De Ivr
1493,2022-06-08 14:28:13+00:00,5403,BBVA - Bbva Empresas Informe Gerencial Empresas
1494,2022-06-08 14:30:09+00:00,7816,ETB CD Reporte Tipificaciones
1495,2022-06-08 14:32:13+00:00,7828,Sena - Reporte de servicio wp
1496,2022-06-08 14:30:30+00:00,6440,Ach Informe Volumetría General Junio 20220607
1497,2022-06-08 14:33:25+00:00,5512,Base De Datos Habeas Data CEET- Junio 2022
1498,2022-06-08 14:37:27+00:00,7748,Liberty Informe Coomeva
1499,2022-06-08 14:40:29+00:00,6621,Ceet Penetración Combos Junio 2022
1500,2022-06-08 14:44:18+00:00,6888,Messer Productividad
1501,2022-06-08 14:44:43+00:00,7621,Messer Satu
1502,2022-06-08 14:44:52+00:00,6772,Sena - Reporte Tipificación Chat
1503,2022-06-08 14:48:52+00:00,8088,Reporte indicadores operativos
1504,2022-06-08 14:49:47+00:00,7704,Linde DashBoard Power Bi
1505,2022-06-08 14:50:19+00:00,5207,Publicacion Linde Dashboard Diario
1506,2022-06-08 14:50:47+00:00,7802,BBVA SEGUROS Cuadro Buzon Endosos
1507,2022-06-08 14:57:04+00:00,8030,Bbva Seguros Cdm Desempleo
1508,2022-06-08 14:56:20+00:00,6739,BBVA - Bbva Seguimiento Cib
1509,2022-06-08 14:58:34+00:00,6777,Sena - Reporte Satisfacción Chat
1510,2022-06-08 14:58:36+00:00,8026,Reporte App y Portal My Linde
1511,2022-06-08 14:59:49+00:00,7108,Acciona Movilidad - Reporte De Servicio Semanal Acciona Movilidad
1512,2022-06-08 15:00:51+00:00,5168,Ceet Corte Ventas Hora Hora
1513,2022-06-08 15:00:09+00:00,8029,Cruz Verde Horas Avaya Whatsapp Junio 20220607
1514,2022-06-08 15:00:12+00:00,7098,Horas Productivas Avaya Postventa Junio 20220607
1515,2022-06-08 15:00:19+00:00,7099,Horas Productivas Avaya Domicilios Junio 20220607
1516,2022-06-08 15:00:46+00:00,7141,Ach Informe Chat Bot Junio 20220607
1517,2022-06-08 15:00:56+00:00,7862,Medicarte Horas Conexión Junio 20220607
1518,2022-06-08 15:03:05+00:00,7171,Q&R Despachos /np
1519,2022-06-08 15:13:39+00:00,6258,Ceet - Reporte Efectividades Etce - Televenta Suscripciones
1520,2022-06-08 15:16:22+00:00,7829,Sena - Reporte de tipificación WP
1521,2022-06-08 15:16:32+00:00,5956,Publicación Enel Codensa Reporte Cartera Outbound
1522,2022-06-08 15:20:15+00:00,7801,BBVA SEGUROS CDM Endosos
1523,2022-06-08 15:21:39+00:00,8030,Bbva Seguros Cdm Desempleo
1524,2022-06-08 15:25:34+00:00,7622,Messer Remanentes
1525,2022-06-08 15:28:53+00:00,6913,BBVA - Bbva Seguimiento Bei
1526,2022-06-08 15:29:36+00:00,7706,Publicación Banco Popular Templete Verificación 2022
1527,2022-06-08 15:29:36+00:00,7706,Publicación Banco Popular Templete Verificación 2022
1528,2022-06-08 15:24:05+00:00,7830,Sena - Reporte de satisfacción wp
1529,2022-06-08 15:30:36+00:00,7813,ETB CD Reporte Operación
1530,2022-06-08 15:31:09+00:00,8074,Ach Informe Calidad Emitida Junio 20220607
1531,2022-06-08 15:31:48+00:00,5138,Ceet Informe Acumulado Diario Junio 2022
1532,2022-06-08 15:35:06+00:00,6574,Directv - Directv Tiempos Ecuador Nomina ( Aspet)
1533,2022-06-08 15:36:51+00:00,6913,RE:  BBVA - Bbva Seguimiento Bei
1534,2022-06-08 15:36:18+00:00,8085,Casos abiertos Formulario Web
1535,2022-06-08 15:37:47+00:00,7831,Sena - Reporte RS video Llamada
1536,2022-06-08 15:37:53+00:00,7594,Reporte de Tipificaciones Sac
1537,2022-06-08 15:37:23+00:00,6573,"Directv - Directv Tiempos Argentina, Ecuador, Recargas y UpRentabilidad Nomina ( Aspet)"
1538,2022-06-08 15:37:55+00:00,6044,Direc Tv Colombia K - Directv K Horas Conexion Inbound Junio
1539,2022-06-08 15:45:45+00:00,7170,Informe Control Ventas
1540,2022-06-08 15:46:28+00:00,6534,Sodimac Tipificaciones Ventas
1541,2022-06-08 15:45:46+00:00,7777,BBVA - BBVA EMPRESAS Recuperacion de la experiencia - Seguros
1542,2022-06-08 15:48:39+00:00,7832,Sena - Reporte Satu video llamada
1543,2022-06-08 15:50:21+00:00,6043,Direc Tv Colombia K - Directv K Horas Conexion Validaciones
1544,2022-06-08 15:51:13+00:00,7112,Ceet Seguimiento Habituales Junio 2022
1545,2022-06-08 15:53:36+00:00,7748,Re:  Liberty Informe Coomeva
1546,2022-06-08 15:55:17+00:00,8086,Requerimientos Vs Trx
1547,2022-06-08 15:59:19+00:00,5140,Ceet Informe Acumulado Publicidad
1548,2022-06-08 15:59:47+00:00,7753,BANCO PICHINCHA Tipificación
1549,2022-06-08 16:11:37+00:00,6579,Direc Tv Colombia K - Directv Actualizacion Base Antidesconexion Cartera (recupero) - Cobranzas - Junio 2022
1550,2022-06-08 16:12:21+00:00,6175,Directv K Descargue Ventas Rentabilidad Outbound
1551,2022-06-08 16:14:53+00:00,7835,Sena - Redes Sociales
1552,2022-06-08 16:15:52+00:00,7164,Bbva Seguros Cdm Tlmk
1553,2022-06-08 16:16:58+00:00,7145,Ach Informe Back Plata Junio 20220607
1554,2022-06-08 16:27:07+00:00,5831,BBVA - Bbva Empresas Soporte Remoto
1555,2022-06-08 16:30:27+00:00,6442,Ach Informe Back Pse Junio 20220607
1557,2022-06-08 16:31:14+00:00,7814,ETB CD Satisfaccion_Web_DE
1558,2022-06-08 16:41:39+00:00,5153,Ceet Inserciones no aparecen en KCRM Junio 2022
1559,2022-06-08 16:41:56+00:00,7736,Directv K Seguimiento de Tipificaciones Recargas Argentina
1560,2022-06-08 16:46:32+00:00,6443,Ach Informe Back Soi Junio 20220607
1561,2022-06-08 16:50:54+00:00,7617,Wom Informe De Gestión
1562,2022-06-08 16:52:48+00:00,7711,Publicacion Enel Codensa Retenciones Fonoreubicados
1563,2022-06-08 16:53:22+00:00,7709,Publicacion Enel Codensa Reporte Fidelizacion
1564,2022-06-08 16:53:54+00:00,7708,Publicacion Enel Codensa Inbound Y Chat
1565,2022-06-08 16:54:21+00:00,7707,Publicacion Enel Codensa Mesa Calidad Inbound
1566,2022-06-08 16:54:47+00:00,6002,Publicacion Enel Codensa Reporte Retenciones Inbound
1567,2022-06-08 16:55:11+00:00,7740,Directv K Informe Proyecto Aht Power Bi (Inplementacion De Informes Directv Colombia)
1568,2022-06-08 16:56:49+00:00,6254,Ceet - Resumen Retenciones
1569,2022-06-08 16:56:56+00:00,7560,Ceet - Resumen Retenciones Digital
1570,2022-06-08 16:57:04+00:00,6255,Ceet - Resumen Agente Retenciones
1571,2022-06-08 17:00:36+00:00,7754,Davivienda Informe IGD
1572,2022-06-08 17:00:36+00:00,7754,Davivienda Informe IGD
1573,2022-06-08 17:00:52+00:00,8067,Sena - Reporte Outbound Voz
1574,2022-06-08 17:01:07+00:00,7819,ETB CD Reporte Desempeño Diario
1575,2022-06-08 16:59:05+00:00,8074,Ach Informe Calidad Emitida Junio 20220607
1576,2022-06-08 17:02:14+00:00,8091,Publicacion Enel Codensa Reporte Fidelizacion segunda base
1577,2022-06-08 17:02:28+00:00,8073,Messer Informe Ivr Opcion Sms
1578,2022-06-08 17:04:14+00:00,7836,Sena - Transcript Chat
1579,2022-06-08 17:08:05+00:00,5397,BBVA - Bbva Empresas Pse Capacitaciones
1580,2022-06-08 17:12:16+00:00,5461,5461| 08062022> Bbva Seguros CDM Pqr
1581,2022-06-08 16:59:25+00:00,7113,Ceet Informe Gestion Activo Judiciales Junio 2022
1582,2022-06-08 17:17:30+00:00,6257,Corte - Proyectos Comerciales - 12:00
1583,2022-06-08 17:22:34+00:00,7570,Shein - Metricas Operativas Pbi
1584,2022-06-08 17:23:23+00:00,8092,Publicacion Enel Codensa Campaña Bienvenida
1585,2022-06-08 17:31:33+00:00,7818,TCP Tablero Gerencial
1586,2022-06-08 17:34:20+00:00,7143,Ach Informe Comparativo Horas Junio 20220607
1587,2022-06-08 17:43:00+00:00,7459,BBVA - Reporte Irene Seguros
1588,2022-06-08 17:47:53+00:00,7561,Ceet - Abandonos Retenciones Digital
1589,2022-06-08 17:50:31+00:00,8027,Reporte App y Portal My Linde Corte 13:00
1590,2022-06-08 17:52:26+00:00,6778,Sena - Factura
1591,2022-06-08 17:53:42+00:00,7779,BBVA - BBVA EMPRESAS Reporte Llamadas vs Tipificaciones
1592,2022-06-08 17:54:47+00:00,6594,Bbva Seguros Rellamados
1593,2022-06-08 17:58:36+00:00,5157,Chilectra Tablero De Control
1594,2022-06-08 18:01:49+00:00,6097,BBVA SAC - Bbva Empresas Altas Vs Multicase
1595,2022-06-08 18:00:12+00:00,6011,Ceet Clientes Reiterados Junio 2022
1596,2022-06-08 18:00:02+00:00,7820,ETB CD Estimado de Factura ETB Digital
1597,2022-06-08 18:25:40+00:00,8075,Wom Migracion Kpis
1598,2022-06-08 18:25:40+00:00,8075,Wom Migracion Kpis
1599,2022-06-08 18:25:40+00:00,8075,Wom Migracion Kpis
1600,2022-06-08 18:33:04+00:00,2307,Informe Proyectos Comerciales de Junio 2022
1601,2022-06-08 18:35:53+00:00,6773,Sena - Reporte Tipificación Inbound
1602,2022-06-08 18:37:59+00:00,7618,Wom Kpis
1603,2022-06-08 18:56:43+00:00,7170,RE: Informe Control Ventas
1604,2022-06-08 18:58:27+00:00,8028,Banmedica - Tablero de Control Banmédica Junio
1605,2022-06-08 19:02:31+00:00,7837,Sena - Reporte De Satisfacción Inbound
1606,2022-06-08 19:09:40+00:00,6532,Informe Bo
1607,2022-06-08 19:00:04+00:00,7815,ETB CD Reporte de Tiempos
1608,2022-06-08 19:16:00+00:00,7161,Bbva Seguros Cdm Productividad_Analista_Indemnizaciones
1609,2022-06-08 19:15:06+00:00,6745,BBVA - Bbva Reporte Plan De Trabajo
1610,2022-06-08 19:16:41+00:00,7803,BBVA SEGUROS CDM Indemnizaciones POWER BI
1611,2022-06-08 19:23:52+00:00,6254,Ceet - Resumen Retenciones
1612,2022-06-08 19:26:22+00:00,7571,Shein - Tablero De Control
1613,2022-06-08 19:28:14+00:00,5311,Publicacion Nuevo Herald Codigos De Actividad Detallados
1614,2022-06-08 19:28:18+00:00,7714,Publicacion Simple Codigos Detallados
1615,2022-06-08 19:36:12+00:00,5408,BBVA - Bbva Empresas Tablero De Control Empresas
1616,2022-06-08 19:37:06+00:00,6255,Ceet - Resumen Agente Retenciones
1617,2022-06-08 19:41:34+00:00,8080,Wom Migracion Informe Gestión
1618,2022-06-08 19:45:54+00:00,6918,Banco Popular Kpis
1619,2022-06-08 19:46:27+00:00,7713,Linde Kpis
1620,2022-06-08 19:46:49+00:00,7723,Enel Codensa Kpis
1621,2022-06-08 19:49:08+00:00,7560,Ceet - Resumen Retenciones Digital
1622,2022-06-08 19:50:17+00:00,7562,Ceet - Ausentismos Suscripciones
1623,2022-06-08 19:50:23+00:00,7940,Ceet Informe Ventas caídas - recuperadas
1624,2022-06-08 19:50:56+00:00,7716,Publicación Linde Informe Preventa
1625,2022-06-08 19:52:40+00:00,8057,Re:  Iberia Reporte Ausentismo
1626,2022-06-08 19:53:40+00:00,7760,Chilectra Informe Tráfico
1627,2022-06-08 19:54:05+00:00,6258,Ceet - Reporte Efectividades Etce - Televenta Suscripciones
1628,2022-06-08 19:57:06+00:00,5458,5458| 08062022> Bbva Seguros Informe Semanal Adh - Ausentismo - Sph
1629,2022-06-08 19:58:30+00:00,8069,Wom Migracion Tablero De Control
1630,2022-06-08 20:00:08+00:00,7793,Medicarte Actualización Kpis Junio 20220607
1631,2022-06-08 20:00:16+00:00,6874,Cruz Verde Actualización Kpi's Junio 20220607
1632,2022-06-08 20:00:41+00:00,7689,Medicarte Tablero De Control Junio 20220607
1633,2022-06-08 19:59:20+00:00,8057,Re:  Iberia Reporte Ausentismo
1634,2022-06-08 20:00:16+00:00,7823,Tablero de Control ETB Digital
1635,2022-06-08 20:01:06+00:00,8061,Cruz Verde Tablero De Control Unificado Junio 20220607
1636,2022-06-08 19:59:21+00:00,6274,Ceet - Metricas Kpis Presidencia
1637,2022-06-08 20:00:12+00:00,7575,Shein - Indicadores Cmi
1638,2022-06-08 20:02:25+00:00,6911,BBVA - Bbva Empresas Iti -adh-ausentismo
1639,2022-06-08 20:10:18+00:00,7145,Ach Informe Back Plata Junio 20220607
1640,2022-06-08 20:16:12+00:00,8012,Etb Cd Ausentismo
1641,2022-06-08 20:16:53+00:00,5461,5461| 08062022> Bbva Seguros CDM Pqr
1642,2022-06-08 20:17:50+00:00,6442,Ach Informe Back Pse Junio 20220607
1643,2022-06-08 20:20:04+00:00,7073,Liberty Tableros De Control
1644,2022-06-08 20:24:39+00:00,7574,Shein - Informe Diario
1645,2022-06-08 20:29:21+00:00,6443,Ach Informe Back Soi Junio 20220607
1646,2022-06-08 20:36:54+00:00,6571,Cumplimiento Por Agente – Junio 2022
1647,2022-06-08 20:38:36+00:00,7620,Wom Tablero De Control
1648,2022-06-08 20:39:20+00:00,6891,Messer Tablero De Control
1649,2022-06-08 20:50:34+00:00,7161,Bbva Seguros Cdm Productividad_Analista_Indemnizaciones
1650,2022-06-08 20:49:56+00:00,6234,Sodimac Ivr
1651,2022-06-08 20:51:49+00:00,7701,Ceet Informe de Tráfico Clasificados
1652,2022-06-08 20:56:09+00:00,7780,BBVA - Bbva Chat Bot - Corte 4 Pm
1653,2022-06-08 20:56:09+00:00,7780,BBVA - Bbva Chat Bot - Corte 4 Pm
1654,2022-06-08 21:01:30+00:00,7764,Liberty Informe Digital
1655,2022-06-08 21:01:37+00:00,7105,REPORTE KPI´s TIEMPO DIGITALES - Junio (Gestión de bases Digital)
1656,2022-06-08 21:01:50+00:00,7763,Liberty PBI Historico Indicadores
1657,2022-06-08 21:00:16+00:00,5836,Banco Pichincha Tablero De Control
1658,2022-06-08 21:01:41+00:00,6909,Ach Informe Ausentismo Y Adherencia Junio 20220607
1659,2022-06-08 21:03:29+00:00,6910,BBVA - Bbva Empresas Incidencias
1660,2022-06-08 21:08:47+00:00,8057,Re:  Iberia Reporte Ausentismo
1661,2022-06-08 21:09:10+00:00,7781,BBVA - BBVA EMPRESAS Reporte Gestion Backoffice
1662,2022-06-08 21:14:20+00:00,7695,Ceet - CEET Informe Llamadas No Efectivas Venta Opcional
1663,2022-06-08 21:19:05+00:00,7724,Publicación conexion bot TABLERO DE CONTROL CHAT BOT JUNIO 2022
1664,2022-06-08 21:19:32+00:00,6917,Publicación Banco Popular Tablero De Control Con Adherencia Al 07 de Junio
1665,2022-06-08 21:20:03+00:00,7715,Publicación Linde Tablero de Control Con Adherencia AL 07 de Junio
1666,2022-06-08 21:20:47+00:00,6005,Publicacion Enel Codensa Tablero Control actualizar distribución
1667,2022-06-08 21:19:32+00:00,6917,Publicación Banco Popular Tablero De Control Con Adherencia Al 07 de Junio
1668,2022-06-08 21:21:39+00:00,7717,Publicacion Enel Codensa Reporte 5-15 rutina
1669,2022-06-08 21:30:07+00:00,8078,Ach Informe Calidad Percibida Junio 20220607
1670,2022-06-08 21:30:33+00:00,6590,Direc Tv Colombia K - Directv K Tablero De Control Argentina
1671,2022-06-08 21:31:13+00:00,6589,Direc Tv Colombia K - Directv K Tablero De Control Ecuador
1672,2022-06-08 21:32:02+00:00,6046,Direc Tv Colombia K - Directv K Tablero De Control Inbound
1673,2022-06-08 21:32:38+00:00,6040,Direc Tv Colombia K - Directv K Tablero De Control Validaciones
1674,2022-06-08 21:34:46+00:00,6033,Direc Tv Colombia K - Directv K Tablero De Control Cartera - Premium - Rentabilidad - Tableros de Control - Junio
1675,2022-06-08 21:37:13+00:00,6266,Ceet - Seguimiento _ Satu Etce Sac
1676,2022-06-08 22:03:07+00:00,7073,Re:  Liberty Tableros De Control
1677,2022-06-08 22:24:46+00:00,7712,Publicacion Enel Codensa Dash Board Salesforce
1678,2022-06-08 22:24:19+00:00,8025,Publicacion Enel Codensa Dash Board Xcustomer
1679,2022-06-08 22:31:04+00:00,8072,Ach Informe Mc Junio 20220607
1680,2022-06-08 22:39:14+00:00,7799,Re: BBVA Seguros CDM Retenciones - Sebastian Erazo Novoa
1681,2022-06-08 22:42:28+00:00,5462,Bbva Seguros Tablero De Control Seguros Front
